"","V1","V2","V3","V4"
"35778",1,9,10,9
"35779",1,19,20,19
"35780",1,15,16,15
"35781",1,12,13,12
"35782",1,12,13,12
"35783",1,25,26,25
"35784",1,5,6,5
"35785",24,7,31,28
"35786",1,3,4,3
"35787",1,2,3,2
"35788",13,2,15,14
"35789",1,12,13,12
"35790",1,9,10,9
"35791",2,15,17,16
"35792",1,6,7,6
"35793",1,29,30,29
"35794",3,4,7,5
"35795",1,5,6,5
"35796",1,7,8,7
"35797",1,7,8,7
"35798",3,9,12,11
"35799",2,17,19,17
"35800",3,6,9,8
"35801",2,45,47,46
"35802",2,3,5,3
"35803",2,5,7,5
"35804",1,25,26,25
"35805",1,1,2,1
"35806",1,14,15,14
"35807",1,14,15,14
"35808",1,8,9,8
"35809",1,6,7,6
"35810",1,10,11,10
"35811",2,15,17,15
"35812",7,17,24,21
"35813",2,8,10,9
"35814",2,9,11,9
"35815",2,15,17,15
"35816",2,16,18,16
"35817",1,8,9,8
"35818",1,28,29,28
"35819",2,30,32,31
"35820",1,12,13,12
"35821",1,28,29,28
"35822",1,7,8,7
"35823",8,8,16,8
"35824",2,2,4,3
"35825",18,18,36,18
"35826",1,5,6,5
"35827",1,4,5,4
"35828",3,6,9,8
"35829",1,2,3,2
"35830",2,6,8,7
"35831",3,27,30,27
"35832",1,1,2,1
"35833",2,26,28,27
"35834",1,7,8,7
"35835",4,5,9,7
"35836",1,5,6,5
"35837",1,24,25,24
"35838",1,12,13,12
"35839",2,15,17,16
"35840",11,17,28,27
"35841",17,3,20,19
"35842",1,24,25,24
"35843",18,7,25,24
"35844",10,6,16,15
"35845",5,2,7,6
"35846",3,8,11,9
"35847",1,14,15,14
"35848",1,1,2,1
"35849",2,2,4,2
"35850",1,8,9,8
"35851",2,18,20,19
"35852",1,6,7,6
"35853",2,2,4,3
"35854",1,11,12,11
"35855",1,11,12,11
"35856",1,1,2,1
"35857",1,3,4,3
"35858",1,1,2,1
"35859",1,22,23,22
"35860",3,7,10,9
"35861",12,20,32,31
"35862",5,3,8,7
"35863",1,44,45,44
"35864",3,1,4,3
"35865",4,12,16,13
"35866",7,1,8,7
"35867",1,4,5,4
"35868",1,7,8,7
"35869",2,18,20,19
"35870",2,5,7,6
"35871",1,4,5,4
"35872",2,7,9,8
"35873",1,3,4,3
"35874",1,4,5,4
"35875",7,13,20,19
"35876",1,10,11,10
"35877",1,5,6,5
"35878",1,4,5,4
"35879",3,11,14,13
"35880",4,16,20,18
"35881",1,5,6,5
"35882",1,15,16,15
"35883",3,4,7,6
"35884",1,3,4,3
"35885",2,9,11,9
"35886",5,18,23,19
"35887",1,1,2,1
"35888",1,20,21,20
"35889",2,26,28,27
"35890",1,1,2,1
"35891",3,41,44,42
"35892",1,11,12,11
"35893",2,7,9,8
"35894",1,5,6,5
"35895",1,13,14,13
"35896",6,14,20,19
"35897",3,23,26,23
"35898",1,9,10,9
"35899",9,7,16,15
"35900",24,22,46,44
"35901",2,11,13,12
"35902",3,17,20,18
"35903",3,5,8,5
"35904",1,1,2,1
"35905",2,8,10,8
"35906",1,10,11,10
"35907",1,15,16,15
"35908",1,31,32,31
"35909",1,5,6,5
"35910",1,4,5,4
"35911",1,18,19,18
"35912",3,10,13,12
"35913",3,8,11,10
"35914",2,40,42,41
"35915",1,5,6,5
"35916",2,6,8,7
"35917",2,19,21,20
"35918",2,5,7,5
"35919",1,6,7,6
"35920",11,27,38,34
"35921",1,8,9,8
"35922",1,17,18,17
"35923",1,6,7,6
"35924",35,17,52,49
"35925",4,23,27,26
"35926",3,1,4,3
"35927",1,2,3,2
"35928",2,11,13,11
"35929",1,3,4,3
"35930",4,7,11,9
"35931",2,16,18,17
"35932",1,2,3,2
"35933",3,17,20,18
"35934",3,10,13,10
"35935",1,26,27,26
"35936",2,2,4,3
"35937",1,12,13,12
"35938",3,22,25,23
"35939",2,2,4,3
"35940",10,11,21,20
"35941",3,36,39,37
"35942",11,11,22,11
"35943",13,11,24,23
"35944",9,2,11,9
"35945",4,1,5,4
"35946",10,10,20,10
"35947",2,9,11,9
"35948",2,10,12,11
"35949",1,7,8,7
"35950",13,1,14,13
"35951",9,24,33,28
"35952",1,4,5,4
"35953",1,3,4,3
"35954",1,3,4,3
"35955",2,2,4,3
"35956",1,8,9,8
"35957",1,5,6,5
"35958",1,7,8,7
"35959",1,4,5,4
"35960",1,3,4,3
"35961",3,3,6,3
"35962",14,14,28,14
"35963",2,6,8,7
"35964",2,38,40,38
"35965",1,2,3,2
"35966",2,26,28,27
"35967",1,6,7,6
"35968",1,5,6,5
"35969",1,12,13,12
"35970",2,19,21,20
"35971",2,6,8,6
"35972",1,4,5,4
"35973",1,6,7,6
"35974",2,21,23,21
"35975",7,45,52,51
"35976",1,25,26,25
"35977",1,20,21,20
"35978",28,4,32,31
"35979",2,7,9,7
"35980",2,9,11,9
"35981",1,3,4,3
"35982",2,6,8,6
"35983",6,11,17,16
"35984",2,12,14,13
"35985",5,12,17,14
"35986",1,4,5,4
"35987",1,17,18,17
"35988",1,9,10,9
"35989",1,2,3,2
"35990",3,18,21,18
"35991",1,1,2,1
"35992",1,9,10,9
"35993",2,26,28,26
"35994",19,19,38,37
"35995",25,12,37,36
"35996",1,1,2,1
"35997",2,5,7,5
"35998",1,2,3,2
"35999",2,9,11,9
"36000",1,14,15,14
"36001",2,17,19,18
"36002",6,23,29,24
"36003",4,37,41,40
"36004",3,43,46,45
"36005",2,2,4,3
"36006",2,16,18,17
"36007",3,13,16,14
"36008",7,1,8,7
"36009",5,16,21,17
"36010",22,22,44,22
"36011",1,30,31,30
"36012",1,2,3,2
"36013",2,18,20,18
"36014",1,3,4,3
"36015",1,11,12,11
"36016",1,2,3,2
"36017",4,5,9,7
"36018",3,12,15,13
"36019",1,2,3,2
"36020",3,8,11,9
"36021",1,30,31,30
"36022",3,14,17,16
"36023",1,4,5,4
"36024",1,36,37,36
"36025",5,41,46,41
"36026",1,3,4,3
"36027",2,4,6,4
"36028",2,28,30,29
"36029",2,7,9,8
"36030",2,4,6,5
"36031",1,2,3,2
"36032",2,32,34,33
"36033",2,10,12,11
"36034",2,15,17,15
"36035",1,10,11,10
"36036",3,25,28,26
"36037",1,9,10,9
"36038",3,10,13,11
"36039",3,9,12,10
"36040",22,29,51,49
"36041",3,12,15,13
"36042",2,11,13,11
"36043",3,15,18,17
"36044",1,15,16,15
"36045",3,6,9,8
"36046",36,3,39,37
"36047",1,3,4,3
"36048",1,2,3,2
"36049",4,10,14,13
"36050",2,33,35,33
"36051",1,4,5,4
"36052",1,15,16,15
"36053",2,17,19,17
"36054",2,24,26,25
"36055",7,81,88,87
"36056",1,3,4,3
"36057",4,3,7,6
"36058",1,12,13,12
"36059",2,1,3,2
"36060",4,26,30,28
"36061",4,4,8,7
"36062",4,5,9,8
"36063",5,13,18,17
"36064",1,11,12,11
"36065",2,21,23,21
"36066",1,10,11,10
"36067",17,17,34,17
"36068",7,32,39,35
"36069",7,7,14,13
"36070",16,16,32,16
"36071",2,10,12,11
"36072",3,9,12,10
"36073",1,1,2,1
"36074",1,12,13,12
"36075",1,2,3,2
"36076",7,42,49,48
"36077",1,23,24,23
"36078",1,81,82,81
"36079",2,26,28,27
"36080",1,20,21,20
"36081",1,16,17,16
"36082",1,1,2,1
"36083",1,18,19,18
"36084",2,8,10,9
"36085",15,22,37,36
"36086",1,32,33,32
"36087",1,11,12,11
"36088",2,16,18,16
"36089",1,3,4,3
"36090",1,2,3,2
"36091",4,10,14,13
"36092",1,8,9,8
"36093",1,6,7,6
"36094",1,1,2,1
"36095",3,22,25,23
"36096",4,32,36,34
"36097",1,4,5,4
"36098",1,1,2,1
"36099",2,12,14,13
"36100",2,22,24,22
"36101",2,35,37,36
"36102",1,36,37,36
"36103",1,1,2,1
"36104",1,38,39,38
"36105",1,2,3,2
"36106",1,6,7,6
"36107",1,4,5,4
"36108",7,23,30,27
"36109",1,1,2,1
"36110",1,10,11,10
"36111",1,5,6,5
"36112",1,2,3,2
"36113",2,16,18,16
"36114",2,4,6,4
"36115",1,7,8,7
"36116",3,23,26,23
"36117",2,11,13,12
"36118",1,10,11,10
"36119",3,25,28,26
"36120",7,11,18,17
"36121",5,7,12,11
"36122",2,38,40,38
"36123",1,6,7,6
"36124",4,30,34,32
"36125",1,19,20,19
"36126",3,19,22,20
"36127",1,3,4,3
"36128",1,8,9,8
"36129",3,3,6,5
"36130",2,25,27,26
"36131",2,81,83,81
"36132",1,17,18,17
"36133",1,14,15,14
"36134",1,7,8,7
"36135",1,3,4,3
"36136",4,11,15,11
"36137",1,14,15,14
"36138",3,20,23,20
"36139",2,11,13,11
"36140",4,12,16,15
"36141",1,9,10,9
"36142",1,7,8,7
"36143",1,19,20,19
"36144",4,10,14,13
"36145",2,5,7,6
"36146",27,32,59,58
"36147",3,4,7,6
"36148",21,1,22,21
"36149",2,15,17,16
"36150",1,11,12,11
"36151",3,81,84,82
"36152",1,4,5,4
"36153",2,2,4,3
"36154",36,5,41,38
"36155",4,5,9,7
"36156",2,7,9,7
"36157",2,8,10,9
"36158",3,12,15,12
"36159",1,3,4,3
"36160",2,4,6,5
"36161",2,2,4,3
"36162",3,15,18,16
"36163",1,6,7,6
"36164",5,12,17,12
"36165",3,13,16,14
"36166",1,28,29,28
"36167",3,1,4,3
"36168",5,18,23,19
"36169",2,15,17,15
"36170",3,6,9,8
"36171",4,29,33,32
"36172",1,3,4,3
"36173",3,9,12,9
"36174",1,33,34,33
"36175",1,10,11,10
"36176",2,34,36,35
"36177",3,12,15,13
"36178",1,10,11,10
"36179",1,11,12,11
"36180",3,1,4,3
"36181",2,4,6,5
"36182",4,11,15,14
"36183",2,18,20,19
"36184",1,1,2,1
"36185",1,28,29,28
"36186",1,13,14,13
"36187",8,6,14,12
"36188",1,3,4,3
"36189",1,4,5,4
"36190",3,12,15,13
"36191",2,32,34,32
"36192",3,18,21,19
"36193",2,6,8,6
"36194",4,3,7,5
"36195",1,18,19,18
"36196",1,4,5,4
"36197",1,31,32,31
"36198",5,10,15,13
"36199",1,11,12,11
"36200",5,21,26,25
"36201",2,14,16,15
"36202",1,2,3,2
"36203",24,1,25,24
"36204",8,2,10,9
"36205",2,1,3,2
"36206",1,13,14,13
"36207",3,7,10,8
"36208",1,3,4,3
"36209",1,2,3,2
"36210",2,6,8,7
"36211",1,8,9,8
"36212",3,41,44,41
"36213",5,13,18,15
"36214",4,8,12,9
"36215",2,7,9,8
"36216",1,8,9,8
"36217",1,2,3,2
"36218",13,11,24,23
"36219",1,13,14,13
"36220",1,17,18,17
"36221",2,15,17,15
"36222",1,4,5,4
"36223",2,1,3,2
"36224",1,9,10,9
"36225",1,5,6,5
"36226",3,3,6,4
"36227",1,2,3,2
"36228",5,18,23,21
"36229",1,5,6,5
"36230",1,12,13,12
"36231",4,14,18,16
"36232",1,12,13,12
"36233",1,2,3,2
"36234",1,3,4,3
"36235",1,1,2,1
"36236",1,60,61,60
"36237",2,6,8,7
"36238",3,4,7,5
"36239",3,9,12,11
"36240",1,10,11,10
"36241",1,7,8,7
"36242",3,5,8,7
"36243",1,44,45,44
"36244",3,20,23,21
"36245",1,12,13,12
"36246",3,12,15,14
"36247",1,7,8,7
"36248",2,9,11,9
"36249",2,3,5,4
"36250",25,1,26,25
"36251",17,17,34,17
"36252",3,6,9,6
"36253",2,5,7,6
"36254",1,7,8,7
"36255",2,11,13,11
"36256",1,5,6,5
"36257",5,22,27,25
"36258",2,25,27,26
"36259",2,7,9,8
"36260",1,29,30,29
"36261",1,7,8,7
"36262",2,14,16,15
"36263",1,32,33,32
"36264",1,5,6,5
"36265",1,1,2,1
"36266",7,3,10,9
"36267",1,13,14,13
"36268",4,9,13,11
"36269",1,1,2,1
"36270",1,6,7,6
"36271",3,81,84,82
"36272",1,18,19,18
"36273",1,4,5,4
"36274",1,4,5,4
"36275",1,4,5,4
"36276",5,18,23,19
"36277",1,14,15,14
"36278",5,5,10,5
"36279",1,1,2,1
"36280",3,13,16,15
"36281",5,15,20,19
"36282",5,36,41,40
"36283",5,15,20,17
"36284",2,11,13,11
"36285",3,3,6,4
"36286",3,7,10,9
"36287",1,7,8,7
"36288",1,6,7,6
"36289",2,9,11,9
"36290",1,10,11,10
"36291",3,5,8,7
"36292",3,5,8,6
"36293",1,16,17,16
"36294",1,24,25,24
"36295",9,6,15,13
"36296",2,39,41,39
"36297",1,13,14,13
"36298",2,32,34,33
"36299",6,9,15,14
"36300",2,10,12,11
"36301",38,13,51,50
"36302",11,1,12,11
"36303",6,4,10,9
"36304",8,13,21,19
"36305",2,33,35,34
"36306",1,7,8,7
"36307",3,1,4,3
"36308",1,24,25,24
"36309",2,11,13,11
"36310",5,1,6,5
"36311",3,20,23,21
"36312",1,7,8,7
"36313",2,6,8,7
"36314",1,12,13,12
"36315",1,20,21,20
"36316",3,18,21,20
"36317",1,23,24,23
"36318",1,5,6,5
"36319",8,15,23,21
"36320",1,9,10,9
"36321",2,6,8,6
"36322",1,5,6,5
"36323",24,12,36,35
"36324",2,5,7,5
"36325",1,1,2,1
"36326",1,3,4,3
"36327",3,27,30,27
"36328",2,22,24,22
"36329",2,4,6,4
"36330",1,19,20,19
"36331",1,14,15,14
"36332",4,2,6,5
"36333",3,11,14,13
"36334",2,18,20,19
"36335",2,1,3,2
"36336",1,6,7,6
"36337",3,11,14,13
"36338",2,3,5,4
"36339",1,15,16,15
"36340",1,4,5,4
"36341",15,15,30,15
"36342",1,5,6,5
"36343",3,11,14,13
"36344",1,6,7,6
"36345",1,11,12,11
"36346",3,1,4,3
"36347",3,22,25,23
"36348",1,2,3,2
"36349",4,36,40,37
"36350",1,6,7,6
"36351",1,4,5,4
"36352",1,12,13,12
"36353",2,19,21,20
"36354",1,28,29,28
"36355",2,4,6,5
"36356",1,2,3,2
"36357",1,9,10,9
"36358",2,15,17,16
"36359",3,26,29,27
"36360",4,27,31,30
"36361",2,10,12,11
"36362",2,21,23,21
"36363",6,7,13,10
"36364",3,5,8,5
"36365",3,1,4,3
"36366",7,7,14,7
"36367",1,20,21,20
"36368",6,9,15,14
"36369",1,5,6,5
"36370",1,18,19,18
"36371",1,21,22,21
"36372",1,3,4,3
"36373",1,9,10,9
"36374",2,18,20,18
"36375",1,4,5,4
"36376",5,37,42,40
"36377",1,1,2,1
"36378",1,14,15,14
"36379",3,6,9,7
"36380",1,4,5,4
"36381",1,15,16,15
"36382",4,6,10,7
"36383",1,18,19,18
"36384",2,20,22,21
"36385",3,6,9,8
"36386",1,29,30,29
"36387",5,57,62,58
"36388",1,14,15,14
"36389",1,5,6,5
"36390",1,3,4,3
"36391",1,2,3,2
"36392",1,43,44,43
"36393",1,14,15,14
"36394",2,2,4,2
"36395",1,6,7,6
"36396",1,3,4,3
"36397",4,30,34,32
"36398",1,5,6,5
"36399",5,24,29,26
"36400",1,11,12,11
"36401",1,6,7,6
"36402",3,27,30,28
"36403",2,8,10,9
"36404",5,7,12,9
"36405",3,27,30,28
"36406",2,6,8,6
"36407",18,3,21,20
"36408",2,20,22,20
"36409",2,11,13,11
"36410",1,12,13,12
"36411",12,20,32,29
"36412",4,10,14,12
"36413",1,19,20,19
"36414",2,3,5,4
"36415",4,10,14,12
"36416",1,2,3,2
"36417",1,1,2,1
"36418",1,1,2,1
"36419",1,2,3,2
"36420",1,5,6,5
"36421",2,18,20,18
"36422",3,26,29,28
"36423",1,3,4,3
"36424",6,20,26,22
"36425",3,6,9,7
"36426",1,18,19,18
"36427",4,18,22,18
"36428",3,4,7,6
"36429",2,14,16,15
"36430",13,14,27,25
"36431",4,8,12,11
"36432",2,4,6,5
"36433",2,20,22,20
"36434",1,10,11,10
"36435",1,43,44,43
"36436",2,5,7,6
"36437",1,5,6,5
"36438",2,37,39,38
"36439",1,2,3,2
"36440",2,16,18,17
"36441",1,17,18,17
"36442",2,18,20,19
"36443",2,8,10,8
"36444",2,22,24,23
"36445",1,6,7,6
"36446",2,11,13,11
"36447",4,18,22,20
"36448",5,11,16,15
"36449",2,16,18,16
"36450",2,10,12,10
"36451",10,21,31,24
"36452",1,8,9,8
"36453",1,2,3,2
"36454",1,5,6,5
"36455",1,11,12,11
"36456",1,7,8,7
"36457",2,13,15,14
"36458",20,10,30,29
"36459",27,11,38,37
"36460",43,12,55,52
"36461",3,27,30,27
"36462",1,3,4,3
"36463",1,8,9,8
"36464",1,6,7,6
"36465",1,19,20,19
"36466",1,14,15,14
"36467",2,13,15,14
"36468",1,8,9,8
"36469",2,25,27,26
"36470",1,1,2,1
"36471",2,13,15,14
"36472",1,38,39,38
"36473",9,4,13,12
"36474",1,13,14,13
"36475",1,19,20,19
"36476",1,6,7,6
"36477",3,11,14,13
"36478",7,48,55,52
"36479",1,9,10,9
"36480",4,32,36,35
"36481",3,44,47,46
"36482",3,23,26,24
"36483",1,1,2,1
"36484",1,3,4,3
"36485",4,10,14,12
"36486",3,13,16,15
"36487",2,5,7,5
"36488",2,24,26,25
"36489",4,27,31,28
"36490",2,28,30,28
"36491",2,20,22,21
"36492",2,1,3,2
"36493",6,37,43,40
"36494",4,21,25,22
"36495",1,21,22,21
"36496",2,5,7,5
"36497",2,2,4,2
"36498",1,1,2,1
"36499",3,10,13,11
"36500",1,11,12,11
"36501",3,1,4,3
"36502",2,23,25,23
"36503",1,14,15,14
"36504",1,11,12,11
"36505",1,21,22,21
"36506",1,26,27,26
"36507",1,11,12,11
"36508",1,11,12,11
"36509",1,11,12,11
"36510",3,176,179,178
"36511",4,7,11,9
"36512",1,2,3,2
"36513",2,3,5,3
"36514",4,16,20,18
"36515",1,4,5,4
"36516",1,12,13,12
"36517",1,4,5,4
"36518",3,2,5,3
"36519",2,81,83,82
"36520",1,6,7,6
"36521",1,8,9,8
"36522",1,3,4,3
"36523",4,10,14,12
"36524",6,32,38,32
"36525",2,31,33,31
"36526",1,10,11,10
"36527",7,12,19,17
"36528",1,4,5,4
"36529",3,23,26,24
"36530",12,12,24,12
"36531",3,10,13,12
"36532",4,5,9,8
"36533",1,8,9,8
"36534",1,14,15,14
"36535",2,8,10,8
"36536",1,32,33,32
"36537",3,5,8,7
"36538",1,9,10,9
"36539",2,8,10,9
"36540",5,13,18,17
"36541",1,16,17,16
"36542",3,12,15,13
"36543",2,8,10,8
"36544",5,16,21,17
"36545",7,2,9,8
"36546",29,1,30,29
"36547",3,11,14,13
"36548",36,22,58,57
"36549",7,16,23,20
"36550",4,18,22,21
"36551",4,11,15,11
"36552",1,13,14,13
"36553",1,27,28,27
"36554",2,10,12,10
"36555",1,13,14,13
"36556",1,2,3,2
"36557",2,2,4,3
"36558",1,15,16,15
"36559",7,18,25,24
"36560",1,4,5,4
"36561",3,5,8,7
"36562",4,14,18,17
"36563",2,11,13,11
"36564",5,37,42,40
"36565",1,12,13,12
"36566",1,2,3,2
"36567",2,5,7,5
"36568",3,12,15,12
"36569",1,19,20,19
"36570",5,25,30,29
"36571",7,32,39,35
"36572",5,5,10,8
"36573",5,14,19,18
"36574",3,57,60,57
"36575",1,11,12,11
"36576",6,176,182,179
"36577",8,16,24,21
"36578",17,15,32,29
"36579",3,18,21,19
"36580",1,9,10,9
"36581",2,4,6,4
"36582",1,33,34,33
"36583",1,6,7,6
"36584",3,30,33,32
"36585",1,2,3,2
"36586",5,32,37,35
"36587",1,4,5,4
"36588",1,6,7,6
"36589",1,15,16,15
"36590",2,5,7,6
"36591",2,3,5,3
"36592",7,5,12,9
"36593",1,18,19,18
"36594",1,3,4,3
"36595",2,16,18,17
"36596",9,81,90,87
"36597",1,9,10,9
"36598",4,3,7,6
"36599",2,5,7,6
"36600",1,18,19,18
"36601",1,3,4,3
"36602",2,11,13,12
"36603",2,7,9,7
"36604",4,11,15,14
"36605",2,28,30,29
"36606",3,12,15,13
"36607",1,18,19,18
"36608",4,29,33,32
"36609",3,22,25,23
"36610",1,3,4,3
"36611",1,3,4,3
"36612",1,9,10,9
"36613",2,6,8,7
"36614",3,5,8,7
"36615",3,17,20,18
"36616",2,17,19,17
"36617",11,1,12,11
"36618",3,4,7,4
"36619",9,9,18,9
"36620",9,3,12,11
"36621",1,2,3,2
"36622",1,6,7,6
"36623",1,26,27,26
"36624",1,1,2,1
"36625",1,2,3,2
"36626",2,1,3,2
"36627",8,44,52,51
"36628",1,30,31,30
"36629",1,16,17,16
"36630",3,14,17,16
"36631",2,18,20,18
"36632",4,29,33,30
"36633",2,17,19,17
"36634",10,38,48,47
"36635",2,32,34,32
"36636",2,35,37,36
"36637",2,4,6,5
"36638",1,7,8,7
"36639",1,7,8,7
"36640",2,11,13,12
"36641",3,41,44,42
"36642",1,4,5,4
"36643",2,6,8,7
"36644",1,6,7,6
"36645",1,14,15,14
"36646",1,9,10,9
"36647",1,5,6,5
"36648",2,6,8,6
"36649",1,3,4,3
"36650",2,5,7,6
"36651",1,21,22,21
"36652",1,38,39,38
"36653",2,7,9,8
"36654",8,8,16,8
"36655",6,10,16,15
"36656",25,13,38,34
"36657",2,2,4,3
"36658",3,10,13,11
"36659",3,12,15,12
"36660",3,13,16,13
"36661",1,12,13,12
"36662",1,17,18,17
"36663",7,17,24,18
"36664",1,7,8,7
"36665",1,4,5,4
"36666",1,4,5,4
"36667",1,3,4,3
"36668",6,3,9,8
"36669",1,8,9,8
"36670",10,19,29,27
"36671",10,2,12,10
"36672",1,19,20,19
"36673",2,9,11,10
"36674",3,11,14,13
"36675",2,12,14,13
"36676",15,3,18,17
"36677",7,27,34,31
"36678",1,2,3,2
"36679",1,1,2,1
"36680",1,10,11,10
"36681",2,14,16,15
"36682",1,24,25,24
"36683",5,9,14,13
"36684",2,9,11,9
"36685",2,43,45,43
"36686",2,12,14,12
"36687",3,17,20,18
"36688",2,29,31,30
"36689",4,53,57,56
"36690",3,22,25,24
"36691",3,19,22,21
"36692",4,7,11,7
"36693",1,3,4,3
"36694",2,25,27,25
"36695",2,8,10,8
"36696",2,18,20,19
"36697",1,12,13,12
"36698",1,1,2,1
"36699",2,18,20,18
"36700",4,21,25,24
"36701",2,81,83,82
"36702",3,26,29,26
"36703",2,3,5,4
"36704",3,1,4,3
"36705",3,17,20,19
"36706",7,14,21,18
"36707",24,9,33,28
"36708",6,2,8,7
"36709",4,8,12,9
"36710",1,13,14,13
"36711",34,9,43,42
"36712",1,1,2,1
"36713",1,11,12,11
"36714",1,9,10,9
"36715",1,7,8,7
"36716",2,10,12,11
"36717",2,4,6,4
"36718",2,24,26,25
"36719",2,8,10,9
"36720",1,7,8,7
"36721",2,21,23,21
"36722",6,36,42,40
"36723",3,25,28,25
"36724",4,176,180,177
"36725",3,5,8,5
"36726",27,27,54,27
"36727",16,14,30,29
"36728",13,2,15,13
"36729",36,28,64,63
"36730",1,8,9,8
"36731",2,12,14,12
"36732",1,1,2,1
"36733",1,2,3,2
"36734",1,9,10,9
"36735",7,17,24,23
"36736",1,6,7,6
"36737",1,4,5,4
"36738",1,8,9,8
"36739",1,22,23,22
"36740",3,20,23,21
"36741",2,11,13,12
"36742",4,6,10,8
"36743",3,22,25,24
"36744",4,7,11,9
"36745",1,7,8,7
"36746",3,41,44,41
"36747",3,26,29,27
"36748",4,20,24,23
"36749",1,5,6,5
"36750",3,3,6,5
"36751",4,27,31,29
"36752",1,6,7,6
"36753",1,8,9,8
"36754",1,1,2,1
"36755",1,11,12,11
"36756",3,15,18,16
"36757",2,28,30,28
"36758",1,26,27,26
"36759",2,7,9,7
"36760",4,4,8,7
"36761",3,27,30,29
"36762",1,2,3,2
"36763",3,17,20,18
"36764",3,1,4,3
"36765",2,4,6,5
"36766",1,4,5,4
"36767",1,3,4,3
"36768",1,11,12,11
"36769",6,6,12,11
"36770",2,4,6,5
"36771",1,16,17,16
"36772",6,11,17,16
"36773",1,29,30,29
"36774",1,9,10,9
"36775",1,7,8,7
"36776",3,4,7,5
"36777",1,3,4,3
"36778",1,27,28,27
"36779",1,18,19,18
"36780",1,13,14,13
"36781",2,13,15,13
"36782",5,15,20,19
"36783",2,8,10,8
"36784",9,9,18,9
"36785",2,22,24,23
"36786",1,7,8,7
"36787",3,15,18,15
"36788",1,27,28,27
"36789",2,18,20,19
"36790",1,26,27,26
"36791",1,16,17,16
"36792",2,11,13,11
"36793",6,25,31,27
"36794",1,13,14,13
"36795",2,2,4,3
"36796",1,14,15,14
"36797",1,1,2,1
"36798",5,11,16,13
"36799",3,6,9,8
"36800",1,6,7,6
"36801",1,7,8,7
"36802",4,57,61,58
"36803",3,18,21,19
"36804",2,14,16,15
"36805",5,19,24,23
"36806",1,11,12,11
"36807",4,12,16,14
"36808",4,10,14,13
"36809",1,4,5,4
"36810",1,8,9,8
"36811",1,4,5,4
"36812",1,14,15,14
"36813",2,9,11,9
"36814",2,22,24,23
"36815",1,7,8,7
"36816",9,1,10,9
"36817",4,21,25,21
"36818",5,9,14,12
"36819",7,41,48,42
"36820",1,6,7,6
"36821",1,5,6,5
"36822",23,2,25,24
"36823",9,9,18,9
"36824",2,4,6,5
"36825",10,1,11,10
"36826",3,6,9,7
"36827",2,17,19,17
"36828",2,9,11,9
"36829",2,10,12,10
"36830",1,14,15,14
"36831",3,42,45,42
"36832",1,22,23,22
"36833",4,6,10,8
"36834",2,18,20,19
"36835",6,11,17,16
"36836",1,6,7,6
"36837",1,17,18,17
"36838",7,14,21,19
"36839",5,6,11,8
"36840",9,176,185,182
"36841",3,3,6,3
"36842",14,8,22,21
"36843",2,12,14,12
"36844",2,5,7,5
"36845",1,30,31,30
"36846",2,13,15,14
