"","V1","V2","V3","V4"
"36847",4,20,24,22
"36848",3,15,18,16
"36849",1,4,5,4
"36850",2,8,10,9
"36851",1,3,4,3
"36852",1,8,9,8
"36853",1,23,24,23
"36854",1,6,7,6
"36855",1,2,3,2
"36856",2,29,31,30
"36857",2,7,9,7
"36858",4,13,17,16
"36859",1,8,9,8
"36860",2,13,15,13
"36861",2,11,13,11
"36862",6,1,7,6
"36863",1,12,13,12
"36864",5,7,12,10
"36865",1,6,7,6
"36866",8,10,18,17
"36867",4,9,13,12
"36868",1,13,14,13
"36869",2,9,11,10
"36870",3,2,5,3
"36871",3,19,22,21
"36872",4,3,7,5
"36873",7,32,39,35
"36874",3,36,39,37
"36875",1,4,5,4
"36876",1,13,14,13
"36877",4,12,16,15
"36878",2,12,14,12
"36879",7,37,44,39
"36880",1,19,20,19
"36881",1,6,7,6
"36882",2,4,6,5
"36883",3,32,35,33
"36884",2,25,27,25
"36885",1,4,5,4
"36886",1,7,8,7
"36887",3,7,10,9
"36888",4,9,13,11
"36889",1,3,4,3
"36890",3,6,9,6
"36891",1,6,7,6
"36892",1,6,7,6
"36893",7,9,16,15
"36894",3,7,10,8
"36895",3,15,18,15
"36896",3,3,6,5
"36897",2,13,15,13
"36898",4,5,9,8
"36899",2,6,8,7
"36900",12,15,27,26
"36901",5,15,20,17
"36902",2,22,24,23
"36903",1,4,5,4
"36904",1,19,20,19
"36905",3,5,8,7
"36906",4,36,40,37
"36907",1,7,8,7
"36908",1,3,4,3
"36909",4,10,14,13
"36910",2,4,6,4
"36911",2,44,46,44
"36912",2,11,13,12
"36913",1,14,15,14
"36914",1,8,9,8
"36915",1,2,3,2
"36916",2,10,12,11
"36917",1,12,13,12
"36918",11,14,25,21
"36919",15,3,18,17
"36920",1,2,3,2
"36921",1,6,7,6
"36922",4,21,25,22
"36923",2,8,10,8
"36924",5,4,9,8
"36925",3,2,5,4
"36926",7,8,15,9
"36927",3,51,54,51
"36928",1,19,20,19
"36929",1,20,21,20
"36930",2,10,12,10
"36931",2,30,32,30
"36932",1,31,32,31
"36933",1,7,8,7
"36934",1,3,4,3
"36935",3,23,26,24
"36936",6,18,24,22
"36937",2,16,18,16
"36938",3,16,19,17
"36939",5,14,19,17
"36940",4,8,12,8
"36941",1,10,11,10
"36942",1,3,4,3
"36943",2,18,20,19
"36944",2,8,10,8
"36945",1,4,5,4
"36946",1,1,2,1
"36947",6,10,16,13
"36948",2,6,8,6
"36949",6,17,23,19
"36950",2,12,14,13
"36951",7,28,35,33
"36952",3,10,13,12
"36953",1,18,19,18
"36954",4,5,9,8
"36955",7,19,26,19
"36956",8,9,17,15
"36957",2,22,24,23
"36958",9,11,20,18
"36959",1,2,3,2
"36960",4,26,30,26
"36961",2,4,6,5
"36962",2,2,4,3
"36963",2,14,16,14
"36964",6,15,21,18
"36965",1,10,11,10
"36966",1,1,2,1
"36967",2,17,19,18
"36968",1,1,2,1
"36969",3,5,8,5
"36970",1,4,5,4
"36971",1,18,19,18
"36972",1,10,11,10
"36973",1,1,2,1
"36974",1,23,24,23
"36975",3,8,11,9
"36976",4,22,26,24
"36977",1,5,6,5
"36978",1,3,4,3
"36979",1,8,9,8
"36980",2,16,18,17
"36981",2,32,34,33
"36982",12,3,15,13
"36983",3,3,6,5
"36984",2,24,26,25
"36985",1,7,8,7
"36986",2,15,17,15
"36987",1,14,15,14
"36988",1,5,6,5
"36989",2,14,16,15
"36990",1,30,31,30
"36991",1,12,13,12
"36992",2,5,7,6
"36993",31,3,34,32
"36994",1,6,7,6
"36995",13,13,26,24
"36996",2,16,18,16
"36997",1,14,15,14
"36998",2,6,8,7
"36999",1,16,17,16
"37000",3,13,16,13
"37001",2,18,20,18
"37002",3,17,20,18
"37003",2,22,24,23
"37004",7,23,30,27
"37005",2,20,22,20
"37006",13,8,21,19
"37007",3,2,5,4
"37008",1,32,33,32
"37009",4,19,23,21
"37010",2,8,10,9
"37011",1,36,37,36
"37012",1,22,23,22
"37013",5,5,10,5
"37014",3,7,10,7
"37015",1,12,13,12
"37016",2,4,6,4
"37017",2,10,12,10
"37018",5,42,47,44
"37019",2,26,28,27
"37020",1,1,2,1
"37021",3,12,15,14
"37022",1,3,4,3
"37023",11,30,41,37
"37024",1,1,2,1
"37025",1,1,2,1
"37026",5,44,49,46
"37027",3,14,17,15
"37028",1,4,5,4
"37029",1,6,7,6
"37030",8,6,14,13
"37031",3,2,5,3
"37032",1,2,3,2
"37033",3,17,20,17
"37034",3,24,27,26
"37035",2,4,6,4
"37036",2,15,17,16
"37037",1,4,5,4
"37038",1,16,17,16
"37039",2,8,10,8
"37040",3,26,29,27
"37041",4,16,20,18
"37042",4,53,57,56
"37043",4,10,14,12
"37044",3,12,15,14
"37045",1,15,16,15
"37046",1,6,7,6
"37047",1,30,31,30
"37048",16,1,17,16
"37049",5,24,29,26
"37050",1,4,5,4
"37051",3,3,6,3
"37052",2,11,13,12
"37053",2,7,9,8
"37054",1,2,3,2
"37055",2,13,15,13
"37056",1,10,11,10
"37057",3,7,10,8
"37058",1,2,3,2
"37059",2,15,17,16
"37060",1,1,2,1
"37061",4,20,24,22
"37062",1,5,6,5
"37063",1,4,5,4
"37064",3,19,22,21
"37065",10,7,17,16
"37066",11,25,36,35
"37067",7,19,26,23
"37068",81,12,93,92
"37069",1,7,8,7
"37070",1,2,3,2
"37071",5,13,18,17
"37072",1,4,5,4
"37073",2,14,16,14
"37074",4,8,12,8
"37075",3,13,16,15
"37076",3,18,21,20
"37077",5,19,24,23
"37078",1,10,11,10
"37079",3,21,24,22
"37080",1,11,12,11
"37081",3,4,7,6
"37082",2,15,17,16
"37083",33,1,34,33
"37084",3,15,18,17
"37085",1,21,22,21
"37086",3,23,26,24
"37087",2,53,55,53
"37088",1,4,5,4
"37089",2,11,13,11
"37090",1,5,6,5
"37091",2,15,17,16
"37092",1,32,33,32
"37093",1,25,26,25
"37094",5,10,15,14
"37095",1,4,5,4
"37096",2,2,4,3
"37097",1,6,7,6
"37098",2,7,9,7
"37099",1,81,82,81
"37100",7,13,20,19
"37101",2,13,15,13
"37102",9,24,33,28
"37103",1,1,2,1
"37104",2,11,13,11
"37105",1,15,16,15
"37106",3,14,17,16
"37107",1,8,9,8
"37108",7,30,37,34
"37109",11,17,28,26
"37110",4,28,32,30
"37111",7,9,16,15
"37112",1,9,10,9
"37113",6,14,20,18
"37114",1,14,15,14
"37115",5,11,16,14
"37116",9,28,37,36
"37117",1,23,24,23
"37118",1,5,6,5
"37119",12,12,24,12
"37120",10,11,21,20
"37121",1,4,5,4
"37122",4,26,30,27
"37123",1,27,28,27
"37124",1,21,22,21
"37125",5,18,23,22
"37126",2,3,5,4
"37127",3,21,24,22
"37128",4,11,15,12
"37129",4,8,12,11
"37130",2,11,13,11
"37131",2,22,24,23
"37132",1,6,7,6
"37133",1,30,31,30
"37134",2,32,34,32
"37135",1,22,23,22
"37136",1,13,14,13
"37137",5,24,29,27
"37138",3,14,17,16
"37139",3,36,39,38
"37140",1,1,2,1
"37141",1,3,4,3
"37142",1,8,9,8
"37143",4,7,11,9
"37144",3,15,18,16
"37145",7,5,12,11
"37146",5,9,14,13
"37147",1,9,10,9
"37148",2,22,24,23
"37149",5,81,86,82
"37150",2,13,15,13
"37151",6,25,31,27
"37152",4,11,15,13
"37153",2,4,6,5
"37154",2,32,34,33
"37155",3,1,4,3
"37156",2,32,34,32
"37157",3,1,4,3
"37158",1,29,30,29
"37159",1,4,5,4
"37160",1,9,10,9
"37161",4,10,14,13
"37162",6,15,21,17
"37163",3,14,17,16
"37164",3,11,14,12
"37165",6,26,32,31
"37166",1,4,5,4
"37167",2,10,12,11
"37168",1,6,7,6
"37169",1,4,5,4
"37170",4,7,11,9
"37171",12,11,23,20
"37172",2,20,22,20
"37173",7,13,20,19
"37174",7,3,10,9
"37175",3,21,24,22
"37176",1,36,37,36
"37177",1,30,31,30
"37178",1,2,3,2
"37179",1,20,21,20
"37180",10,30,40,39
"37181",3,13,16,14
"37182",2,30,32,30
"37183",1,12,13,12
"37184",13,18,31,29
"37185",2,14,16,15
"37186",1,8,9,8
"37187",2,9,11,10
"37188",1,1,2,1
"37189",3,32,35,34
"37190",1,3,4,3
"37191",2,16,18,16
"37192",1,10,11,10
"37193",2,8,10,8
"37194",1,4,5,4
"37195",2,10,12,10
"37196",2,1,3,2
"37197",3,6,9,8
"37198",3,15,18,17
"37199",2,13,15,14
"37200",7,16,23,19
"37201",5,10,15,13
"37202",1,2,3,2
"37203",6,7,13,12
"37204",9,1,10,9
"37205",1,2,3,2
"37206",5,40,45,44
"37207",2,7,9,7
"37208",2,2,4,3
"37209",1,15,16,15
"37210",7,28,35,34
"37211",2,9,11,10
"37212",3,24,27,26
"37213",2,16,18,16
"37214",1,6,7,6
"37215",2,11,13,11
"37216",5,11,16,12
"37217",1,14,15,14
"37218",3,11,14,13
"37219",1,14,15,14
"37220",16,5,21,18
"37221",2,22,24,22
"37222",2,6,8,6
"37223",1,7,8,7
"37224",1,8,9,8
"37225",3,8,11,10
"37226",7,8,15,9
"37227",1,11,12,11
"37228",2,11,13,12
"37229",4,1,5,4
"37230",2,4,6,5
"37231",1,18,19,18
"37232",4,18,22,19
"37233",2,26,28,26
"37234",5,8,13,12
"37235",6,30,36,34
"37236",4,14,18,14
"37237",2,25,27,25
"37238",3,5,8,5
"37239",4,17,21,19
"37240",4,7,11,9
"37241",1,12,13,12
"37242",2,8,10,9
"37243",2,3,5,3
"37244",1,1,2,1
"37245",1,9,10,9
"37246",3,14,17,15
"37247",2,8,10,9
"37248",3,36,39,38
"37249",6,1,7,6
"37250",2,2,4,2
"37251",1,11,12,11
"37252",1,18,19,18
"37253",6,8,14,12
"37254",12,28,40,36
"37255",1,17,18,17
"37256",2,15,17,16
"37257",1,8,9,8
"37258",4,28,32,31
"37259",2,3,5,4
"37260",1,17,18,17
"37261",4,21,25,23
"37262",6,15,21,18
"37263",1,1,2,1
"37264",3,15,18,17
"37265",5,31,36,33
"37266",1,3,4,3
"37267",3,14,17,15
"37268",1,26,27,26
"37269",2,9,11,9
"37270",11,1,12,11
"37271",1,7,8,7
"37272",3,9,12,9
"37273",1,14,15,14
"37274",3,7,10,8
"37275",4,23,27,26
"37276",4,23,27,26
"37277",1,14,15,14
"37278",1,18,19,18
"37279",1,1,2,1
"37280",1,26,27,26
"37281",1,1,2,1
"37282",3,12,15,13
"37283",2,11,13,12
"37284",1,6,7,6
"37285",1,9,10,9
"37286",1,17,18,17
"37287",4,27,31,28
"37288",3,22,25,24
"37289",7,11,18,16
"37290",4,7,11,10
"37291",1,3,4,3
"37292",2,4,6,4
"37293",1,7,8,7
"37294",1,45,46,45
"37295",1,26,27,26
"37296",3,7,10,7
"37297",7,30,37,34
"37298",1,1,2,1
"37299",6,23,29,26
"37300",2,22,24,23
"37301",1,1,2,1
"37302",6,19,25,23
"37303",1,6,7,6
"37304",1,11,12,11
"37305",1,3,4,3
"37306",8,20,28,27
"37307",3,17,20,18
"37308",11,2,13,12
"37309",1,35,36,35
"37310",4,7,11,7
"37311",1,1,2,1
"37312",1,11,12,11
"37313",2,2,4,3
"37314",6,24,30,24
"37315",1,10,11,10
"37316",1,1,2,1
"37317",6,5,11,9
"37318",9,11,20,18
"37319",3,17,20,19
"37320",1,10,11,10
"37321",2,11,13,11
"37322",14,1,15,14
"37323",3,12,15,13
"37324",3,10,13,12
"37325",1,1,2,1
"37326",1,15,16,15
"37327",4,11,15,13
"37328",1,14,15,14
"37329",1,13,14,13
"37330",3,8,11,8
"37331",2,19,21,20
"37332",6,42,48,46
"37333",2,28,30,28
"37334",2,3,5,4
"37335",3,10,13,12
"37336",2,16,18,16
"37337",2,4,6,5
"37338",7,12,19,17
"37339",3,21,24,22
"37340",1,8,9,8
"37341",4,15,19,17
"37342",1,3,4,3
"37343",5,1,6,5
"37344",8,4,12,11
"37345",11,12,23,22
"37346",3,15,18,17
"37347",11,2,13,11
"37348",13,12,25,24
"37349",4,9,13,12
"37350",1,26,27,26
"37351",1,16,17,16
"37352",1,29,30,29
"37353",2,11,13,12
"37354",1,6,7,6
"37355",5,37,42,41
"37356",3,11,14,12
"37357",2,15,17,15
"37358",3,18,21,18
"37359",6,21,27,26
"37360",1,30,31,30
"37361",11,20,31,30
"37362",4,24,28,27
"37363",2,5,7,5
"37364",1,7,8,7
"37365",1,9,10,9
"37366",5,14,19,18
"37367",2,1,3,2
"37368",1,5,6,5
"37369",1,31,32,31
"37370",4,22,26,24
"37371",1,18,19,18
"37372",1,7,8,7
"37373",4,5,9,7
"37374",1,26,27,26
"37375",6,18,24,21
"37376",4,22,26,25
"37377",2,19,21,20
"37378",2,17,19,17
"37379",7,11,18,16
"37380",6,18,24,20
"37381",1,24,25,24
"37382",1,32,33,32
"37383",1,1,2,1
"37384",5,16,21,20
"37385",2,8,10,8
"37386",1,16,17,16
"37387",1,3,4,3
"37388",1,20,21,20
"37389",1,21,22,21
"37390",2,22,24,23
"37391",2,6,8,6
"37392",3,15,18,17
"37393",2,14,16,15
"37394",4,17,21,19
"37395",1,25,26,25
"37396",1,3,4,3
"37397",9,19,28,26
"37398",13,45,58,56
"37399",3,1,4,3
"37400",2,4,6,4
"37401",3,18,21,20
"37402",3,1,4,3
"37403",2,6,8,7
"37404",4,6,10,8
"37405",11,18,29,26
"37406",3,36,39,38
"37407",1,9,10,9
"37408",3,20,23,22
"37409",4,8,12,10
"37410",3,8,11,9
"37411",2,28,30,28
"37412",7,5,12,11
"37413",1,16,17,16
"37414",8,17,25,20
"37415",1,2,3,2
"37416",1,6,7,6
"37417",1,9,10,9
"37418",1,26,27,26
"37419",1,6,7,6
"37420",1,4,5,4
"37421",1,2,3,2
"37422",1,7,8,7
"37423",1,2,3,2
"37424",1,4,5,4
"37425",1,13,14,13
"37426",2,53,55,54
"37427",1,38,39,38
"37428",1,3,4,3
"37429",2,81,83,82
"37430",2,22,24,22
"37431",3,29,32,29
"37432",1,14,15,14
"37433",11,11,22,11
"37434",7,18,25,22
"37435",1,7,8,7
"37436",4,14,18,16
"37437",5,7,12,11
"37438",16,13,29,28
"37439",1,25,26,25
"37440",1,20,21,20
"37441",3,31,34,31
"37442",1,10,11,10
"37443",5,10,15,13
"37444",5,37,42,41
"37445",2,12,14,13
"37446",5,5,10,5
"37447",11,7,18,17
"37448",7,17,24,21
"37449",2,18,20,18
"37450",1,12,13,12
"37451",3,7,10,9
"37452",1,14,15,14
"37453",2,25,27,26
"37454",1,9,10,9
"37455",7,10,17,15
"37456",2,11,13,12
"37457",5,28,33,31
"37458",1,39,40,39
"37459",1,6,7,6
"37460",9,5,14,10
"37461",9,24,33,28
"37462",3,14,17,14
"37463",1,3,4,3
"37464",10,19,29,27
"37465",7,7,14,7
"37466",6,15,21,18
"37467",2,18,20,19
"37468",1,10,11,10
"37469",3,1,4,3
"37470",3,11,14,11
"37471",1,26,27,26
"37472",2,18,20,18
"37473",6,2,8,6
"37474",5,3,8,6
"37475",1,29,30,29
"37476",1,9,10,9
"37477",1,1,2,1
"37478",1,24,25,24
"37479",1,17,18,17
"37480",1,6,7,6
"37481",1,27,28,27
"37482",1,15,16,15
"37483",5,9,14,10
"37484",6,7,13,10
"37485",3,8,11,10
"37486",2,12,14,12
"37487",10,45,55,52
"37488",3,13,16,13
"37489",8,23,31,29
"37490",1,3,4,3
"37491",1,13,14,13
"37492",10,1,11,10
"37493",1,2,3,2
"37494",3,12,15,14
"37495",1,13,14,13
"37496",13,20,33,31
"37497",3,15,18,16
"37498",1,13,14,13
"37499",1,6,7,6
"37500",1,2,3,2
"37501",3,14,17,16
"37502",2,2,4,3
"37503",3,14,17,15
"37504",1,5,6,5
"37505",1,34,35,34
"37506",1,8,9,8
"37507",3,8,11,8
"37508",3,35,38,36
"37509",18,9,27,23
"37510",2,13,15,13
"37511",7,2,9,8
"37512",2,27,29,27
"37513",1,2,3,2
"37514",16,8,24,23
"37515",10,19,29,25
"37516",2,11,13,11
"37517",6,45,51,49
"37518",3,11,14,12
"37519",4,7,11,10
"37520",2,11,13,11
"37521",2,5,7,6
"37522",1,13,14,13
"37523",3,25,28,27
"37524",1,3,4,3
"37525",1,6,7,6
"37526",2,14,16,14
"37527",5,18,23,22
"37528",3,13,16,15
"37529",1,3,4,3
"37530",6,14,20,17
"37531",2,6,8,7
"37532",1,6,7,6
"37533",2,1,3,2
"37534",1,8,9,8
"37535",1,3,4,3
"37536",6,6,12,11
"37537",1,1,2,1
"37538",15,5,20,18
"37539",1,12,13,12
"37540",3,21,24,22
"37541",1,8,9,8
"37542",3,36,39,37
"37543",2,12,14,13
"37544",1,7,8,7
"37545",3,14,17,16
"37546",2,3,5,4
"37547",15,12,27,26
"37548",1,3,4,3
"37549",4,29,33,31
"37550",3,11,14,12
"37551",1,17,18,17
"37552",2,4,6,4
"37553",1,5,6,5
"37554",11,28,39,37
"37555",2,6,8,6
"37556",1,4,5,4
"37557",1,15,16,15
"37558",10,13,23,21
"37559",1,23,24,23
"37560",1,3,4,3
"37561",3,42,45,44
"37562",3,3,6,5
"37563",3,7,10,8
"37564",1,3,4,3
"37565",1,7,8,7
"37566",1,8,9,8
"37567",2,14,16,15
"37568",9,3,12,11
"37569",1,4,5,4
"37570",10,1,11,10
"37571",39,27,66,63
"37572",14,20,34,32
"37573",22,22,44,22
"37574",11,11,22,11
"37575",5,8,13,12
"37576",2,17,19,17
"37577",4,18,22,19
"37578",7,27,34,33
"37579",2,8,10,9
"37580",1,17,18,17
"37581",2,22,24,23
"37582",1,8,9,8
"37583",5,10,15,13
"37584",2,11,13,11
"37585",1,15,16,15
"37586",5,32,37,34
"37587",2,17,19,17
"37588",4,16,20,18
"37589",1,17,18,17
"37590",1,2,3,2
"37591",7,32,39,38
"37592",1,1,2,1
"37593",2,24,26,25
"37594",1,14,15,14
"37595",2,5,7,5
"37596",2,37,39,38
"37597",4,26,30,29
"37598",10,29,39,36
"37599",3,8,11,10
"37600",5,5,10,9
"37601",1,12,13,12
"37602",1,11,12,11
"37603",1,22,23,22
"37604",6,33,39,38
"37605",1,13,14,13
"37606",1,14,15,14
"37607",5,10,15,13
"37608",4,16,20,18
"37609",3,4,7,6
"37610",2,9,11,10
"37611",9,24,33,28
"37612",1,7,8,7
"37613",3,22,25,23
"37614",4,14,18,15
"37615",4,14,18,16
"37616",4,25,29,26
"37617",10,22,32,28
"37618",10,1,11,10
"37619",3,42,45,43
"37620",1,4,5,4
"37621",1,14,15,14
"37622",16,3,19,18
"37623",6,24,30,27
"37624",1,8,9,8
"37625",4,5,9,8
"37626",9,5,14,13
"37627",1,15,16,15
"37628",3,13,16,14
"37629",10,13,23,22
"37630",1,8,9,8
"37631",2,10,12,10
"37632",1,2,3,2
"37633",13,7,20,19
"37634",1,14,15,14
"37635",2,15,17,16
"37636",3,2,5,3
"37637",3,14,17,14
"37638",2,17,19,17
"37639",3,11,14,13
"37640",4,12,16,15
"37641",1,6,7,6
"37642",4,12,16,13
"37643",4,20,24,23
"37644",1,4,5,4
"37645",10,20,30,25
"37646",14,41,55,47
"37647",11,16,27,25
"37648",12,6,18,17
"37649",1,17,18,17
"37650",3,38,41,38
"37651",23,30,53,52
"37652",4,1,5,4
"37653",1,11,12,11
"37654",7,12,19,17
"37655",1,17,18,17
"37656",2,10,12,10
"37657",1,7,8,7
"37658",1,1,2,1
"37659",1,1,2,1
"37660",1,2,3,2
"37661",2,2,4,3
"37662",3,2,5,4
"37663",1,3,4,3
"37664",4,44,48,45
"37665",1,1,2,1
"37666",1,23,24,23
"37667",1,12,13,12
"37668",3,5,8,7
"37669",1,17,18,17
"37670",1,5,6,5
"37671",6,36,42,39
"37672",1,5,6,5
"37673",2,1,3,2
"37674",1,11,12,11
"37675",11,18,29,26
"37676",3,9,12,11
"37677",1,2,3,2
"37678",1,3,4,3
"37679",2,2,4,3
"37680",1,3,4,3
"37681",1,15,16,15
"37682",3,25,28,27
"37683",2,20,22,21
"37684",1,3,4,3
"37685",1,16,17,16
"37686",3,19,22,21
"37687",5,2,7,6
"37688",8,16,24,22
"37689",18,4,22,21
"37690",1,10,11,10
"37691",2,21,23,22
"37692",3,25,28,27
"37693",3,8,11,9
"37694",6,5,11,9
"37695",4,13,17,15
"37696",1,2,3,2
"37697",1,1,2,1
"37698",3,4,7,5
"37699",2,17,19,17
"37700",2,15,17,16
"37701",1,9,10,9
"37702",4,32,36,34
"37703",1,1,2,1
"37704",27,39,66,63
"37705",1,4,5,4
"37706",3,31,34,33
"37707",5,41,46,41
"37708",1,4,5,4
"37709",1,4,5,4
"37710",2,4,6,4
"37711",1,15,16,15
"37712",9,32,41,38
"37713",2,13,15,13
"37714",3,43,46,45
"37715",5,17,22,21
"37716",1,10,11,10
"37717",8,57,65,61
"37718",10,30,40,38
"37719",2,11,13,11
"37720",1,13,14,13
"37721",3,7,10,9
"37722",3,36,39,38
"37723",1,1,2,1
"37724",2,12,14,12
"37725",1,13,14,13
"37726",1,14,15,14
"37727",1,8,9,8
"37728",1,6,7,6
"37729",1,5,6,5
"37730",2,6,8,7
"37731",8,8,16,8
"37732",13,18,31,29
"37733",1,6,7,6
"37734",3,7,10,9
"37735",2,16,18,17
"37736",3,4,7,6
"37737",5,28,33,31
"37738",12,23,35,33
"37739",1,2,3,2
"37740",3,20,23,20
"37741",1,13,14,13
"37742",1,10,11,10
"37743",4,45,49,48
"37744",1,5,6,5
"37745",2,18,20,19
"37746",3,30,33,31
"37747",3,20,23,21
"37748",4,26,30,28
"37749",6,35,41,40
"37750",5,24,29,26
"37751",2,4,6,4
"37752",3,19,22,20
"37753",1,32,33,32
"37754",1,13,14,13
"37755",2,11,13,12
"37756",3,4,7,5
"37757",2,3,5,4
"37758",3,11,14,12
"37759",1,8,9,8
"37760",2,19,21,20
"37761",2,21,23,22
"37762",2,5,7,6
"37763",2,11,13,12
"37764",2,23,25,24
"37765",2,15,17,16
"37766",2,7,9,8
"37767",1,12,13,12
"37768",5,11,16,14
"37769",4,48,52,51
"37770",38,38,76,38
"37771",1,14,15,14
"37772",3,32,35,34
"37773",2,7,9,8
"37774",3,21,24,23
"37775",7,6,13,11
"37776",3,22,25,24
"37777",1,6,7,6
"37778",15,15,30,15
"37779",6,19,25,21
"37780",4,18,22,19
"37781",4,3,7,6
"37782",3,6,9,6
"37783",8,17,25,24
"37784",5,19,24,21
"37785",13,4,17,16
"37786",3,20,23,22
"37787",1,30,31,30
"37788",1,1,2,1
"37789",3,5,8,7
"37790",3,1,4,3
"37791",2,10,12,11
"37792",4,11,15,13
"37793",1,2,3,2
"37794",5,8,13,9
"37795",1,23,24,23
"37796",5,8,13,12
"37797",2,10,12,10
"37798",3,7,10,8
"37799",1,18,19,18
"37800",1,8,9,8
"37801",7,9,16,15
"37802",2,10,12,11
"37803",6,16,22,21
"37804",2,5,7,6
"37805",2,6,8,6
"37806",1,20,21,20
"37807",2,5,7,6
"37808",1,2,3,2
"37809",1,3,4,3
"37810",1,3,4,3
"37811",3,9,12,11
"37812",4,34,38,35
"37813",8,7,15,14
"37814",6,15,21,20
"37815",5,5,10,9
"37816",2,11,13,12
"37817",5,37,42,40
"37818",1,7,8,7
"37819",2,7,9,8
"37820",14,29,43,42
"37821",2,17,19,17
"37822",9,18,27,23
"37823",1,1,2,1
"37824",4,24,28,25
"37825",4,19,23,22
"37826",4,9,13,9
"37827",1,18,19,18
"37828",1,5,6,5
"37829",1,10,11,10
"37830",9,81,90,87
"37831",5,14,19,17
"37832",1,12,13,12
"37833",1,3,4,3
"37834",2,1,3,2
"37835",1,12,13,12
"37836",2,24,26,24
"37837",1,15,16,15
"37838",3,13,16,15
"37839",1,18,19,18
"37840",1,16,17,16
"37841",1,9,10,9
"37842",1,10,11,10
"37843",1,6,7,6
"37844",3,7,10,7
"37845",4,36,40,38
"37846",4,15,19,17
"37847",3,6,9,8
"37848",1,10,11,10
"37849",7,2,9,8
"37850",2,7,9,7
"37851",3,13,16,15
"37852",7,11,18,17
"37853",1,3,4,3
"37854",3,3,6,3
"37855",3,18,21,20
"37856",1,1,2,1
"37857",5,4,9,5
"37858",4,2,6,5
"37859",2,13,15,14
"37860",2,8,10,8
"37861",10,32,42,39
"37862",6,18,24,22
"37863",6,32,38,36
"37864",2,5,7,6
"37865",9,14,23,18
"37866",2,1,3,2
"37867",2,2,4,3
"37868",3,1,4,3
"37869",1,1,2,1
"37870",2,9,11,9
"37871",3,9,12,10
"37872",1,10,11,10
"37873",1,13,14,13
"37874",4,10,14,13
"37875",1,27,28,27
"37876",1,5,6,5
"37877",1,14,15,14
"37878",4,11,15,12
"37879",4,19,23,21
"37880",1,20,21,20
"37881",1,12,13,12
"37882",4,28,32,30
"37883",16,30,46,44
"37884",10,5,15,14
"37885",16,7,23,19
"37886",2,21,23,22
"37887",3,14,17,15
"37888",1,11,12,11
"37889",2,14,16,14
"37890",1,2,3,2
"37891",2,48,50,49
"37892",1,8,9,8
"37893",2,4,6,5
"37894",2,36,38,37
"37895",1,1,2,1
"37896",8,6,14,12
"37897",10,39,49,47
"37898",6,22,28,26
"37899",20,8,28,27
"37900",5,4,9,8
"37901",1,3,4,3
"37902",5,3,8,6
"37903",4,2,6,5
